transaction_id,customer_id,age,income,transaction_amount,transaction_type,merchant_category,credit_score,account_balance,is_fraud
T00352,C0263,24,25498,3003.41,Bank Transfer,Travel,770,35968.53,0
T00353,C0252,34,96118,272.3,POS Swipe,Travel,738,30221.24,0
T00354,C0144,61,70098,1885.77,ATM Withdrawal,Travel,830,45829.47,0
T00355,C0346,37,84386,1164.12,Online Purchase,Groceries,426,2596.11,0
T00356,C0112,53,132169,1330.52,Bank Transfer,Travel,504,7848.3,0
T00357,C0060,26,29569,2773.92,POS Swipe,Utilities,328,39483.27,0
T00358,C0369,55,136127,1001.53,Online Purchase,Utilities,744,17989.53,0
T00359,C0002,65,146060,1473.28,ATM Withdrawal,Fashion,763,6005.43,0
T00360,C0385,39,76882,1189.24,Online Purchase,Dining,579,49822.88,0
T00361,C0304,19,90393,4742.77,ATM Withdrawal,Travel,450,39383.79,0
T00362,C0254,41,20340,4723.61,Online Purchase,Travel,539,20496.18,0
T00363,C0140,25,63949,3051.66,Bank Transfer,Electronics,565,41185.04,0
T00364,C0453,28,102302,4622.99,POS Swipe,Groceries,404,34062.13,0
T00365,C0037,30,82443,3930.13,Bank Transfer,Dining,732,39519.74,0
T00366,C0160,34,111668,2951.79,Bank Transfer,Fashion,796,40778.8,0
T00367,C0009,25,94027,37.14,ATM Withdrawal,Dining,739,4327.96,0
T00368,C0233,38,20138,3863.72,ATM Withdrawal,Travel,457,31186.35,0
T00369,C0099,35,20358,3513.93,ATM Withdrawal,Electronics,471,438.6,0
T00370,C0147,47,139619,3078.19,Bank Transfer,Groceries,793,2268.47,0
T00371,C0304,35,95250,3803.32,Online Purchase,Fashion,610,45208.6,0
T00372,C0208,63,105376,2567.05,Online Purchase,Dining,702,26425.43,0
T00373,C0131,64,119931,3521.9,Bank Transfer,Fashion,762,36821.51,0
T00374,C0404,48,50654,4676.18,Bank Transfer,Travel,666,41941.2,0
T00375,C0152,55,45879,1882.15,POS Swipe,Fashion,849,47484.38,0
T00376,C0054,49,101532,3542.07,ATM Withdrawal,Electronics,554,43480.71,0
T00377,C0120,28,75778,2381.06,ATM Withdrawal,Fashion,507,24217.24,0
T00378,C0161,62,57772,3373.63,Bank Transfer,Utilities,749,16864.92,0
T00379,C0408,42,78478,3815.65,Bank Transfer,Electronics,394,7809.21,1
T00380,C0116,50,84353,232.04,Online Purchase,Dining,777,20076.04,0
T00381,C0075,55,46762,3234.77,Bank Transfer,Groceries,489,18388.03,0
T00382,C0113,58,33283,1137.57,Online Purchase,Groceries,783,28022.78,0
T00383,C0456,25,83922,3351.81,Bank Transfer,Travel,835,33308.92,0
T00384,C0420,28,59420,2344.31,POS Swipe,Travel,722,48918.44,0
T00385,C0422,39,75568,3868.9,POS Swipe,Utilities,432,36446.47,0
T00386,C0104,68,105090,621.39,Online Purchase,Dining,354,32223.05,0
T00387,C0340,41,40219,3133.48,ATM Withdrawal,Groceries,809,16821.11,0
T00388,C0254,58,77169,1395.96,POS Swipe,Groceries,840,1821.74,0
T00389,C0227,34,120455,4265.65,Online Purchase,Groceries,709,14477.44,0
T00390,C0112,29,94965,4642.28,Bank Transfer,Groceries,510,38445.55,0
T00391,C0473,63,66840,4982.01,Bank Transfer,Fashion,592,10343.07,0
T00392,C0099,49,64695,3981.06,Online Purchase,Dining,414,35638.19,0
T00393,C0153,32,125209,3769.9,ATM Withdrawal,Electronics,558,29031.01,0
T00394,C0349,33,104754,1081.43,Online Purchase,Electronics,421,8675.66,1
T00395,C0402,39,97988,1683.36,Online Purchase,Utilities,598,13155.08,0
T00396,C0384,45,78342,2331.08,POS Swipe,Fashion,680,24865.55,0
T00397,C0366,37,134516,3868.04,Online Purchase,Groceries,800,20976.9,0
T00398,C0338,50,38951,4575.25,Online Purchase,Groceries,596,38950.34,0
T00399,C0194,27,21307,949.75,Bank Transfer,Travel,661,36746.79,0
T00400,C0310,57,100388,4612.23,POS Swipe,Travel,762,28771.27,1
T00401,C0163,49,110768,3479.65,Bank Transfer,Utilities,737,41131.51,0
T00402,C0208,67,55428,3055.8,Bank Transfer,Groceries,426,28177.21,1
T00403,C0445,50,128707,1003.21,ATM Withdrawal,Utilities,496,48223.02,0
T00404,C0169,19,112021,282.35,ATM Withdrawal,Fashion,520,10939.48,0
T00405,C0484,50,138418,2844.48,POS Swipe,Electronics,390,35735.19,0
T00406,C0161,50,95774,3259.32,POS Swipe,Groceries,710,18560.21,0
T00407,C0068,58,58975,1057.85,ATM Withdrawal,Dining,307,14020.41,0
T00408,C0289,30,137850,2784.5,ATM Withdrawal,Fashion,843,9101.34,0
T00409,C0398,47,21140,4283.18,ATM Withdrawal,Groceries,767,27669.92,0
T00410,C0277,50,148865,4176.15,ATM Withdrawal,Dining,619,10851.92,0
T00411,C0304,30,44842,4637.14,ATM Withdrawal,Travel,693,10097.51,0
T00412,C0404,69,46421,1832.6,Bank Transfer,Utilities,568,49527.54,0
T00413,C0384,43,21708,1593.66,POS Swipe,Travel,490,40107.2,1
T00414,C0392,39,23630,3748.38,Bank Transfer,Electronics,360,37439.01,0
T00415,C0135,56,39595,2158.41,Bank Transfer,Travel,737,39723.63,0
T00416,C0195,19,96021,442.31,Online Purchase,Groceries,563,48449.25,0
T00417,C0401,55,48308,1417.59,Bank Transfer,Dining,394,28706.51,0
T00418,C0128,56,64789,2095.82,ATM Withdrawal,Travel,769,11090.17,0
T00419,C0033,43,75690,1466.12,ATM Withdrawal,Groceries,813,43124.26,0
T00420,C0176,63,46086,1664.37,Online Purchase,Electronics,493,37162.26,0
T00421,C0460,67,36859,1472.41,Online Purchase,Dining,781,20773.98,0
T00422,C0443,32,27684,212.29,Online Purchase,Travel,635,23731.12,0
T00423,C0371,51,111088,3187.29,Online Purchase,Utilities,734,20621.49,1
T00424,C0470,59,21207,2988.48,Online Purchase,Utilities,495,46504.11,0
T00425,C0375,61,66099,3268.65,Bank Transfer,Dining,548,17242.23,0
T00426,C0022,66,87496,965.59,Online Purchase,Utilities,797,48177.87,0
T00427,C0238,57,86093,1481.79,Bank Transfer,Travel,511,45522.56,0
T00428,C0158,28,49689,3099.98,POS Swipe,Travel,765,31563.0,0
T00429,C0038,20,68651,3000.14,Online Purchase,Dining,520,29033.11,1
T00430,C0230,23,33893,2534.12,Online Purchase,Travel,572,18567.46,0
T00431,C0365,26,117808,1755.31,Bank Transfer,Groceries,453,1015.09,0
T00432,C0051,23,86418,4565.09,POS Swipe,Electronics,548,6468.4,0
T00433,C0438,26,145074,1702.15,Bank Transfer,Utilities,578,37736.14,0
T00434,C0264,56,123065,2280.82,Bank Transfer,Groceries,739,23629.85,0
T00435,C0283,48,80011,3392.18,Online Purchase,Dining,575,7576.92,1
T00436,C0027,49,58635,2717.39,ATM Withdrawal,Utilities,813,13271.65,0
T00437,C0226,58,76115,1737.7,ATM Withdrawal,Groceries,387,47397.06,1
T00438,C0277,67,115071,2181.05,Bank Transfer,Travel,804,18419.93,0
T00439,C0286,29,98405,3973.43,Online Purchase,Dining,540,45393.33,0
T00440,C0097,25,92702,1394.26,POS Swipe,Dining,535,15301.33,0
T00441,C0284,25,98518,715.56,ATM Withdrawal,Utilities,427,27206.68,0
T00442,C0367,67,126233,1569.25,POS Swipe,Travel,802,1121.81,0
T00443,C0448,45,123651,4248.42,ATM Withdrawal,Utilities,499,26141.57,1
T00444,C0481,37,92805,449.5,Online Purchase,Fashion,842,31883.41,0
T00445,C0453,64,78954,4958.52,Bank Transfer,Groceries,801,11791.82,0
T00446,C0317,24,48064,2707.31,POS Swipe,Fashion,791,28988.97,0
T00447,C0304,28,142813,4924.3,POS Swipe,Groceries,320,32393.67,0
T00448,C0147,37,99063,4695.29,Bank Transfer,Electronics,533,34375.62,0
T00449,C0004,33,22454,2266.8,POS Swipe,Dining,715,38842.53,0
T00450,C0035,21,40878,996.46,ATM Withdrawal,Utilities,447,15635.83,0
T00451,C0192,23,71098,828.6,Bank Transfer,Electronics,328,28432.07,0
T00452,C0049,39,82154,1203.75,ATM Withdrawal,Electronics,660,49080.79,0
T00453,C0017,43,32991,3552.11,ATM Withdrawal,Dining,607,44917.39,0
T00454,C0172,20,88344,1368.39,Online Purchase,Dining,461,47638.0,0
T00455,C0220,58,124946,1710.42,ATM Withdrawal,Groceries,360,19368.21,0
T00456,C0158,59,56593,2246.65,Online Purchase,Fashion,424,39367.71,0
T00457,C0477,31,56304,4566.6,POS Swipe,Travel,755,31032.91,0
T00458,C0046,28,50386,951.02,POS Swipe,Groceries,370,4228.48,0
T00459,C0373,35,75220,30.11,Online Purchase,Travel,765,41216.62,0
T00460,C0006,29,133613,305.18,ATM Withdrawal,Electronics,542,33887.35,0
T00461,C0099,40,89338,4524.31,Bank Transfer,Travel,789,10025.98,0
T00462,C0380,29,114289,3239.34,Bank Transfer,Fashion,520,4078.95,0
T00463,C0233,30,41083,1368.84,Online Purchase,Groceries,772,41867.4,0
T00464,C0037,42,38354,890.08,POS Swipe,Dining,832,4037.2,0
T00465,C0280,62,42190,1474.86,POS Swipe,Fashion,793,4658.56,0
T00466,C0349,68,26142,578.41,Bank Transfer,Fashion,381,21427.67,1
T00467,C0497,36,48398,4707.96,Online Purchase,Groceries,821,6826.41,1
T00468,C0302,63,71971,3922.11,Bank Transfer,Dining,311,45692.11,0
T00469,C0181,53,61862,2314.64,ATM Withdrawal,Fashion,562,23567.17,0
T00470,C0095,62,118668,4325.49,ATM Withdrawal,Dining,748,28500.63,0
T00471,C0099,25,73410,1251.04,Online Purchase,Utilities,491,46412.49,0
T00472,C0188,46,39503,3587.02,Online Purchase,Utilities,413,26560.13,1
T00473,C0481,49,145438,4281.38,ATM Withdrawal,Utilities,325,17744.2,1
T00474,C0116,68,68456,1787.06,POS Swipe,Travel,798,39878.04,0
T00475,C0191,61,120167,3788.53,Online Purchase,Fashion,807,22198.22,0
T00476,C0253,35,102035,1478.89,ATM Withdrawal,Groceries,844,15991.62,0
T00477,C0469,23,125388,1497.79,ATM Withdrawal,Groceries,361,36189.15,1
T00478,C0416,35,28016,539.75,POS Swipe,Travel,528,40100.12,0
T00479,C0471,36,22384,2203.09,POS Swipe,Groceries,334,39606.64,0
T00480,C0161,39,82320,3649.91,POS Swipe,Utilities,755,48885.95,1
T00481,C0256,54,35072,4701.4,POS Swipe,Fashion,801,39354.68,0
T00482,C0323,49,122239,3020.97,Bank Transfer,Groceries,324,38519.68,1
T00483,C0128,58,131431,4316.36,POS Swipe,Groceries,331,42888.51,0
T00484,C0018,20,100018,4113.36,Bank Transfer,Electronics,311,109.24,0
T00485,C0281,45,60510,870.85,Online Purchase,Electronics,618,18185.33,0
T00486,C0490,27,68933,2431.66,ATM Withdrawal,Electronics,300,36906.39,0
T00487,C0223,68,41826,589.03,Bank Transfer,Fashion,734,30025.98,0
T00488,C0054,52,88026,3412.36,Online Purchase,Utilities,435,8960.84,0
T00489,C0058,46,141668,4749.75,Online Purchase,Dining,495,15256.28,0
T00490,C0323,32,131628,689.76,Bank Transfer,Utilities,432,16905.95,0
T00491,C0360,50,45518,3670.75,Online Purchase,Utilities,385,28434.62,0
T00492,C0174,24,44045,3163.03,Online Purchase,Fashion,775,41596.75,0
T00493,C0280,29,70876,2920.11,Bank Transfer,Fashion,623,46631.34,0
T00494,C0114,66,112446,1953.65,Online Purchase,Electronics,479,37529.61,0
T00495,C0288,47,110102,1778.88,POS Swipe,Groceries,815,42163.22,0
T00496,C0431,38,71919,231.02,POS Swipe,Travel,474,23557.79,0
T00497,C0342,48,119441,1093.45,ATM Withdrawal,Travel,320,19549.79,1
T00498,C0151,41,47103,80.81,Online Purchase,Dining,404,19696.16,0
T00499,C0450,37,138805,2909.18,ATM Withdrawal,Groceries,742,30840.32,0
T00500,C0127,54,56188,533.74,POS Swipe,Dining,348,6299.41,0
T00501,C0155,21,25845,4365.73,POS Swipe,Electronics,827,29016.76,0
T00502,C0490,45,106698,2618.1,POS Swipe,Dining,444,33290.13,1
T00503,C0386,61,56674,3499.95,Online Purchase,Groceries,639,22001.55,0
T00504,C0474,37,138325,2057.23,Online Purchase,Groceries,653,47663.04,0
T00505,C0273,41,39337,2805.1,POS Swipe,Travel,374,30449.84,0
T00506,C0104,67,42313,4713.58,ATM Withdrawal,Electronics,618,11077.97,0
T00507,C0417,66,46943,418.26,ATM Withdrawal,Fashion,386,24012.89,0
T00508,C0393,68,97949,1273.42,Bank Transfer,Dining,341,33802.68,0
T00509,C0299,49,20276,3901.04,POS Swipe,Travel,392,16249.09,1
T00510,C0246,58,71151,498.19,ATM Withdrawal,Dining,806,4074.12,0
T00511,C0176,53,37611,382.93,POS Swipe,Dining,828,29213.44,0
T00512,C0039,51,124641,1810.9,ATM Withdrawal,Fashion,564,47398.72,0
T00513,C0477,53,31944,465.38,Bank Transfer,Electronics,591,24305.09,0
T00514,C0170,19,72887,2927.47,Bank Transfer,Groceries,763,45314.84,0
T00515,C0247,32,101442,1135.24,POS Swipe,Utilities,396,41767.68,1
T00516,C0026,51,69847,4479.01,ATM Withdrawal,Dining,394,7455.9,0
T00517,C0355,53,78653,3918.58,Online Purchase,Utilities,625,35437.68,0
T00518,C0306,23,106072,3500.03,Bank Transfer,Electronics,373,21829.73,0
T00519,C0409,56,142589,3086.64,POS Swipe,Utilities,635,12587.29,1
T00520,C0408,59,76622,4318.01,POS Swipe,Dining,367,34378.22,0
T00521,C0013,68,47810,1119.19,ATM Withdrawal,Fashion,376,37158.77,0
T00522,C0316,68,97842,4366.18,POS Swipe,Utilities,507,9076.83,0
T00523,C0391,29,142225,3948.51,Bank Transfer,Electronics,520,45730.79,0
T00524,C0313,20,30503,3742.06,POS Swipe,Electronics,561,37582.25,1
T00525,C0036,62,104761,2808.47,POS Swipe,Fashion,709,46675.44,0
T00526,C0173,35,56976,1234.99,Online Purchase,Utilities,630,15921.95,0
T00527,C0020,57,146439,2120.62,Online Purchase,Utilities,643,46972.82,0
T00528,C0321,38,31590,3968.89,Bank Transfer,Groceries,373,18489.03,0
T00529,C0264,32,143421,163.73,ATM Withdrawal,Travel,553,2793.09,0
T00530,C0494,50,30886,3911.34,Online Purchase,Electronics,631,38172.17,1
T00531,C0400,52,32866,1204.15,ATM Withdrawal,Groceries,697,35205.06,0
T00532,C0142,43,86624,725.82,Bank Transfer,Electronics,644,29935.76,0
T00533,C0460,25,88899,582.93,Online Purchase,Groceries,754,24545.7,0
T00534,C0371,53,52792,141.11,ATM Withdrawal,Travel,414,1705.05,0
T00535,C0471,65,29764,2620.31,Online Purchase,Groceries,612,31267.4,0
T00536,C0143,47,140832,1095.21,Bank Transfer,Electronics,527,20900.05,0
T00537,C0092,40,145838,4947.21,Bank Transfer,Utilities,544,28054.45,0
T00538,C0354,59,140356,2874.31,Online Purchase,Electronics,825,21523.13,0
T00539,C0322,61,106156,693.74,ATM Withdrawal,Dining,827,48306.2,0
T00540,C0288,31,62727,3445.37,POS Swipe,Fashion,726,30245.03,0
T00541,C0215,31,98471,4489.23,POS Swipe,Fashion,341,37486.89,0
T00542,C0447,19,28068,3727.17,Online Purchase,Dining,764,46823.71,0
T00543,C0342,54,136923,386.82,ATM Withdrawal,Fashion,577,29620.81,0
T00544,C0051,22,27295,4479.94,POS Swipe,Fashion,318,701.92,0
T00545,C0153,55,61160,3970.68,Bank Transfer,Travel,365,1811.15,0
T00546,C0186,62,31390,795.73,ATM Withdrawal,Utilities,466,35146.69,0
T00547,C0063,58,126752,263.67,POS Swipe,Utilities,702,14026.35,0
T00548,C0190,64,40131,2788.77,ATM Withdrawal,Electronics,708,29011.05,0
T00549,C0125,31,114754,784.4,Online Purchase,Dining,411,10193.63,0
T00550,C0150,56,95969,4173.78,ATM Withdrawal,Groceries,573,13585.42,0
T00551,C0314,42,35038,1794.88,POS Swipe,Electronics,706,25281.59,0
T00552,C0058,37,72327,4564.9,Online Purchase,Electronics,672,48780.92,1
T00553,C0342,19,113718,2830.61,ATM Withdrawal,Electronics,338,30851.9,0
T00554,C0305,56,97064,917.45,Bank Transfer,Electronics,404,46813.79,1
T00555,C0180,23,41281,702.3,POS Swipe,Utilities,623,47973.05,0
T00556,C0170,34,74189,2884.48,Online Purchase,Groceries,713,10484.69,0
T00557,C0326,42,68511,3810.61,ATM Withdrawal,Electronics,728,15628.56,0
T00558,C0271,45,142115,3908.62,Bank Transfer,Utilities,360,38522.61,0
T00559,C0054,19,28605,1382.41,POS Swipe,Electronics,606,43351.52,0
T00560,C0491,52,120318,1025.21,Bank Transfer,Fashion,653,26009.41,0
T00561,C0444,54,21381,88.7,ATM Withdrawal,Electronics,692,49661.98,0
T00562,C0101,22,86634,3397.6,ATM Withdrawal,Dining,503,677.45,0
T00563,C0481,18,39810,387.46,Online Purchase,Dining,557,15049.67,0
T00564,C0264,57,138343,2106.7,Bank Transfer,Electronics,785,31195.77,1
T00565,C0053,29,44322,3010.4,Online Purchase,Travel,816,23517.57,0
T00566,C0060,53,61869,4685.86,POS Swipe,Fashion,745,5918.49,0
T00567,C0492,62,52955,1562.45,Online Purchase,Groceries,479,18452.58,0
T00568,C0108,40,81388,1252.61,POS Swipe,Electronics,641,1369.81,0
T00569,C0005,64,130252,3272.53,ATM Withdrawal,Groceries,432,32173.03,1
T00570,C0103,48,30207,3098.1,ATM Withdrawal,Fashion,742,44647.85,1
T00571,C0196,28,107329,1663.89,Bank Transfer,Electronics,552,44255.22,0
T00572,C0262,27,87628,4640.87,POS Swipe,Travel,564,35007.27,0
T00573,C0365,20,48220,4225.09,ATM Withdrawal,Utilities,392,23341.93,0
T00574,C0480,31,104050,1123.79,Bank Transfer,Travel,710,25650.38,0
T00575,C0372,33,123546,1199.52,Bank Transfer,Travel,437,6932.25,0
T00576,C0350,27,94085,2563.94,Online Purchase,Utilities,507,17116.75,0
T00577,C0047,46,42031,3868.99,Bank Transfer,Utilities,606,9467.63,0
T00578,C0355,27,90721,224.98,ATM Withdrawal,Dining,565,41077.89,0
T00579,C0311,29,100807,3468.21,Online Purchase,Utilities,617,45746.22,1
T00580,C0424,47,91312,3242.94,POS Swipe,Electronics,412,26892.47,0
T00581,C0308,58,79766,1161.24,POS Swipe,Groceries,677,36415.43,0
T00582,C0144,18,32449,3408.36,ATM Withdrawal,Dining,753,6161.09,0
T00583,C0269,22,109833,4701.22,ATM Withdrawal,Dining,490,30465.88,1
T00584,C0370,37,76699,238.7,Online Purchase,Groceries,739,35169.27,0
T00585,C0124,25,126127,1601.66,Online Purchase,Dining,486,22693.13,1
T00586,C0106,60,101253,2193.69,ATM Withdrawal,Utilities,666,12239.33,0
T00587,C0158,29,125659,4496.81,ATM Withdrawal,Travel,388,43880.99,0
T00588,C0147,18,124769,4811.5,POS Swipe,Fashion,486,37171.15,0
T00589,C0145,37,131041,2223.36,POS Swipe,Utilities,431,45002.88,0
T00590,C0120,45,136185,3751.39,POS Swipe,Travel,675,40938.29,0
T00591,C0319,60,66092,2660.65,ATM Withdrawal,Travel,398,49519.68,1
T00592,C0275,54,83671,2691.23,Bank Transfer,Dining,333,9689.42,0
T00593,C0092,64,30350,1394.11,ATM Withdrawal,Electronics,470,4428.71,0
T00594,C0058,54,116158,1088.7,ATM Withdrawal,Electronics,665,16916.44,0
T00595,C0439,29,120859,1443.59,POS Swipe,Dining,358,6537.31,0
T00596,C0346,54,140097,2783.86,ATM Withdrawal,Dining,480,26204.19,0
T00597,C0229,66,145222,150.63,Online Purchase,Groceries,318,31688.14,0
T00598,C0474,66,88487,4536.71,ATM Withdrawal,Groceries,525,28956.6,0
T00599,C0117,61,37622,785.64,ATM Withdrawal,Fashion,772,13036.08,0
T00600,C0318,45,143853,1104.34,ATM Withdrawal,Fashion,394,45450.32,1
T00601,C0279,64,90263,2593.79,ATM Withdrawal,Fashion,596,1156.5,0
T00602,C0127,32,73117,3552.02,Bank Transfer,Fashion,474,17465.87,0
T00603,C0393,23,123990,483.17,ATM Withdrawal,Travel,521,35977.72,0
T00604,C0396,61,78394,1591.89,Online Purchase,Travel,353,38369.75,1
T00605,C0129,37,122005,4843.53,Online Purchase,Groceries,702,20864.32,0
T00606,C0058,67,121084,1315.4,ATM Withdrawal,Electronics,617,943.8,0
T00607,C0122,31,43782,1568.69,POS Swipe,Dining,648,30940.38,0
T00608,C0001,19,136276,4183.31,Bank Transfer,Electronics,742,3248.42,0
T00609,C0239,26,48454,255.82,ATM Withdrawal,Utilities,839,5482.0,0
T00610,C0290,54,87904,2325.74,ATM Withdrawal,Travel,581,32547.51,0
T00611,C0096,37,149936,1901.19,ATM Withdrawal,Fashion,659,15693.17,0
T00612,C0126,43,35592,1586.35,POS Swipe,Fashion,307,17466.7,0
T00613,C0118,46,42173,1432.07,POS Swipe,Utilities,790,24391.67,0
T00614,C0048,18,53204,461.41,POS Swipe,Electronics,640,48931.06,0
T00615,C0089,52,55596,1577.56,Bank Transfer,Fashion,771,48275.57,0
T00616,C0488,23,54324,220.05,Online Purchase,Electronics,548,20871.42,0
T00617,C0237,54,142258,3905.91,Bank Transfer,Dining,534,13348.41,0
T00618,C0373,22,131668,1994.15,POS Swipe,Utilities,382,15199.35,0
T00619,C0385,50,81202,2222.3,Online Purchase,Electronics,392,13512.19,1
T00620,C0272,66,109400,4468.5,Online Purchase,Dining,693,26659.07,0
T00621,C0189,68,144184,3291.98,POS Swipe,Electronics,567,30382.3,1
T00622,C0487,31,133365,45.26,POS Swipe,Electronics,716,24490.09,0
T00623,C0192,29,50750,4716.16,Bank Transfer,Fashion,828,20458.92,1
T00624,C0447,59,96112,1189.54,POS Swipe,Groceries,552,10643.12,0
T00625,C0069,37,36566,542.53,Online Purchase,Travel,421,24177.03,0
T00626,C0278,67,27190,3841.8,ATM Withdrawal,Electronics,309,17121.03,0
T00627,C0349,41,108607,2504.88,POS Swipe,Electronics,615,27125.61,0
T00628,C0247,60,58333,2171.68,POS Swipe,Electronics,572,33791.95,0
T00629,C0451,51,141929,1251.27,Bank Transfer,Groceries,605,31702.28,0
T00630,C0076,42,100905,2739.62,Bank Transfer,Dining,509,23178.26,0
T00631,C0154,67,109571,1375.55,POS Swipe,Utilities,763,27847.02,0
T00632,C0144,46,140263,4508.41,Online Purchase,Fashion,715,14314.32,0
T00633,C0435,56,21589,1079.95,Online Purchase,Groceries,515,1309.59,0
T00634,C0485,48,144467,4422.35,ATM Withdrawal,Dining,379,31288.47,0
T00635,C0086,64,45235,2799.23,POS Swipe,Electronics,779,12703.17,0
T00636,C0185,60,20159,4143.3,Bank Transfer,Dining,846,33480.79,0
T00637,C0285,67,32145,3565.67,Online Purchase,Groceries,317,37375.72,0
T00638,C0462,40,100909,3484.99,ATM Withdrawal,Groceries,464,45804.79,0
T00639,C0220,61,51921,1625.11,POS Swipe,Groceries,824,47910.33,0
T00640,C0069,55,124859,1173.32,Online Purchase,Utilities,501,625.25,0
T00641,C0047,37,36237,1058.38,POS Swipe,Travel,645,49519.67,0
T00642,C0497,40,127507,4286.67,POS Swipe,Fashion,665,34182.61,0
T00643,C0094,62,28244,4103.03,Online Purchase,Utilities,747,32211.86,1
T00644,C0238,69,34743,2205.66,Online Purchase,Utilities,812,859.13,0
T00645,C0446,33,117102,666.36,Online Purchase,Travel,618,43075.55,0
T00646,C0453,67,66101,1914.35,POS Swipe,Utilities,516,7360.02,0
T00647,C0204,59,131645,3098.62,POS Swipe,Groceries,333,41882.77,0
T00648,C0400,25,141534,2274.74,ATM Withdrawal,Groceries,565,876.57,0
T00649,C0218,67,104227,3902.05,Bank Transfer,Dining,379,32333.62,1
T00650,C0474,38,119532,4988.13,POS Swipe,Electronics,712,21796.6,0
T00651,C0432,18,76378,959.7,Bank Transfer,Utilities,551,10118.26,0
T00652,C0341,25,91126,2300.96,Online Purchase,Electronics,311,5467.31,0
T00653,C0039,46,76071,2157.76,POS Swipe,Fashion,700,22062.37,0
T00654,C0100,49,91121,1525.94,ATM Withdrawal,Groceries,581,6252.96,0
T00655,C0289,55,94763,994.49,ATM Withdrawal,Dining,411,24373.69,0
T00656,C0254,22,113814,333.13,Bank Transfer,Fashion,677,31298.33,0
T00657,C0222,64,124350,4436.16,Online Purchase,Dining,567,41386.47,1
T00658,C0357,39,32237,2102.14,Bank Transfer,Travel,597,33964.61,0
T00659,C0023,64,35649,2486.99,Online Purchase,Groceries,616,3353.47,0
T00660,C0250,51,57713,4585.13,ATM Withdrawal,Fashion,808,15440.88,1
T00661,C0010,18,93463,3882.57,Bank Transfer,Travel,845,14470.13,0
T00662,C0246,43,65409,656.85,ATM Withdrawal,Fashion,664,45760.12,0
T00663,C0325,60,68766,2829.27,ATM Withdrawal,Dining,846,43402.32,0
T00664,C0100,27,66154,2214.05,Online Purchase,Travel,570,18570.38,0
T00665,C0290,47,27016,3987.07,Bank Transfer,Travel,773,3650.65,0
T00666,C0180,67,99563,3622.54,Bank Transfer,Groceries,836,44715.96,1
T00667,C0223,35,68688,3453.58,ATM Withdrawal,Electronics,533,44420.68,0
T00668,C0394,34,109678,1706.02,ATM Withdrawal,Dining,358,42751.83,0
T00669,C0250,43,132056,4025.79,Online Purchase,Dining,550,42269.57,0
T00670,C0147,25,74238,266.69,POS Swipe,Travel,385,24064.67,0
T00671,C0442,64,78608,802.33,POS Swipe,Travel,689,8953.84,0
T00672,C0096,57,109081,1681.44,ATM Withdrawal,Groceries,479,23926.65,0
T00673,C0257,66,136572,388.65,POS Swipe,Electronics,448,24780.43,1
T00674,C0325,29,51897,1178.8,POS Swipe,Dining,420,24547.59,0
T00675,C0493,44,70961,4151.6,POS Swipe,Utilities,555,26984.75,0
T00676,C0004,25,88703,4741.52,POS Swipe,Utilities,608,12957.09,0
T00677,C0016,42,64757,1526.49,ATM Withdrawal,Electronics,358,18375.43,0
T00678,C0280,63,46917,1326.26,POS Swipe,Fashion,368,21765.91,0
T00679,C0336,21,42736,1403.06,POS Swipe,Groceries,745,6642.95,0
T00680,C0247,50,47990,1392.21,Online Purchase,Electronics,687,22822.67,0
T00681,C0258,18,82551,184.47,ATM Withdrawal,Utilities,385,40542.43,0
T00682,C0497,36,78161,4634.95,Bank Transfer,Travel,526,41420.17,0
T00683,C0476,48,99623,1072.42,Bank Transfer,Utilities,483,20637.03,0
T00684,C0384,33,42440,2102.92,Online Purchase,Travel,621,25988.53,0
T00685,C0160,31,55205,53.39,Online Purchase,Groceries,617,1779.15,0
T00686,C0475,65,141156,4290.49,ATM Withdrawal,Travel,698,33754.18,0
T00687,C0340,22,100811,3657.13,Bank Transfer,Electronics,592,20289.83,1
T00688,C0152,58,143768,4734.05,POS Swipe,Travel,592,22329.34,0
T00689,C0396,43,75103,3909.17,Online Purchase,Fashion,784,43696.27,0
T00690,C0178,45,90812,1571.96,Bank Transfer,Electronics,746,23145.54,0
T00691,C0163,19,61627,1243.13,ATM Withdrawal,Groceries,711,1157.49,0
T00692,C0380,67,126122,3490.09,POS Swipe,Electronics,807,11451.8,0
T00693,C0033,23,123032,1823.74,ATM Withdrawal,Fashion,543,23833.47,0
T00694,C0417,26,39008,2833.24,Online Purchase,Groceries,719,21277.38,0
T00695,C0445,50,91274,36.26,Bank Transfer,Utilities,453,43032.47,1
T00696,C0179,58,52402,314.12,Bank Transfer,Fashion,723,27152.66,0
T00697,C0427,42,73384,2679.16,Bank Transfer,Groceries,572,34512.82,0
T00698,C0101,65,148922,2832.53,Bank Transfer,Travel,819,23519.23,0
T00699,C0268,30,25793,3758.51,POS Swipe,Electronics,427,22038.82,0
T00700,C0323,26,122827,664.17,POS Swipe,Groceries,672,22369.7,0
T00701,C0065,30,25571,2568.35,ATM Withdrawal,Electronics,458,20604.99,0
T00702,C0417,48,116867,976.27,POS Swipe,Travel,475,26975.31,0
T00703,C0168,58,36209,470.51,Online Purchase,Groceries,510,12597.13,0
T00704,C0330,28,133550,2055.43,Online Purchase,Utilities,746,44563.65,0
